titulo,catalogo,sjr,q,h_index,total_citas,url_revista,pais,area,publisher,issn,widget
International Journal on Document Analysis and Recognition,journal,1.409,Q1,59,256,https://www.scimagojr.com/journalsearch.php?q=130138&tip=sid&clean=0,"Germany,banderas/de.png?v=1.2","{'Computer Science': ['Computer Science Applications', 'Computer Vision and Pattern Recognition', 'Software']}",Springer Verlag,"14332825, 14332833","<a href=""https://www.scimagojr.com/journalsearch.php?q=130138&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=130138"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
IEEE Systems Journal,journal,1.402,Q1,106,8338,https://www.scimagojr.com/journalsearch.php?q=11300153734&tip=sid&clean=0,"United States,banderas/us.png?v=1.2","{'Computer Science': ['Computer Networks and Communications', 'Computer Science Applications', 'Information Systems'], 'Engineering': ['Control and Systems Engineering', 'Electrical and Electronic Engineering']}",Institute of Electrical and Electronics Engineers Inc.,"19328184, 19379234","<a href=""https://www.scimagojr.com/journalsearch.php?q=11300153734&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=11300153734"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Journal of Chemical Information and Modeling,journal,1.396,Q1,192,10352,https://www.scimagojr.com/journalsearch.php?q=130080&tip=sid&clean=0,"United States,banderas/us.png?v=1.2","{'Chemical Engineering': ['Chemical Engineering (miscellaneous)'], 'Chemistry': ['Chemistry (miscellaneous)'], 'Computer Science': ['Computer Science Applications'], 'Social Sciences': ['Library and Information Sciences']}",American Chemical Society,"15499596, 1549960X","<a href=""https://www.scimagojr.com/journalsearch.php?q=130080&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=130080"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Developments in the Built Environment,journal,1.374,Q1,23,891,https://www.scimagojr.com/journalsearch.php?q=21101068014&tip=sid&clean=0,"United Kingdom,banderas/gb.png?v=1.2","{'Computer Science': ['Computer Graphics and Computer-Aided Design', 'Computer Science Applications'], 'Engineering': ['Architecture', 'Building and Construction', 'Civil and Structural Engineering'], 'Materials Science': ['Materials Science (miscellaneous)']}",Elsevier Ltd,26661659,"<a href=""https://www.scimagojr.com/journalsearch.php?q=21101068014&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21101068014"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Computational Linguistics,journal,1.367,Q1,115,791,https://www.scimagojr.com/journalsearch.php?q=26801&tip=sid&clean=0,"United States,banderas/us.png?v=1.2","{'Computer Science': ['Artificial Intelligence', 'Computer Science Applications'], 'Social Sciences': ['Linguistics and Language']}",MIT Press Journals,"08912017, 15309312","<a href=""https://www.scimagojr.com/journalsearch.php?q=26801&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=26801"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Computers in Human Behavior Reports,journal,1.365,Q1,22,1446,https://www.scimagojr.com/journalsearch.php?q=21101078838&tip=sid&clean=0,"United Kingdom,banderas/gb.png?v=1.2","{'Computer Science': ['Artificial Intelligence', 'Computer Science Applications', 'Human-Computer Interaction'], 'Neuroscience': ['Cognitive Neuroscience', 'Neuroscience (miscellaneous)'], 'Psychology': ['Applied Psychology']}",Elsevier B.V.,24519588,"<a href=""https://www.scimagojr.com/journalsearch.php?q=21101078838&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21101078838"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Internet of Things,book series,1.365,Q1,24,738,https://www.scimagojr.com/journalsearch.php?q=21100826426&tip=sid&clean=0,"Switzerland,banderas/ch.png?v=1.2","{'Computer Science': ['Artificial Intelligence', 'Computational Theory and Mathematics', 'Computer Networks and Communications', 'Computer Science Applications', 'Signal Processing'], 'Physics and Astronomy': ['Instrumentation']}",Springer International Publishing AG,"21991073, 21991081","<a href=""https://www.scimagojr.com/journalsearch.php?q=21100826426&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21100826426"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Ethics and Information Technology,journal,1.359,Q1,72,902,https://www.scimagojr.com/journalsearch.php?q=2600147402&tip=sid&clean=0,"Netherlands,banderas/nl.png?v=1.2","{'Computer Science': ['Computer Science Applications'], 'Social Sciences': ['Library and Information Sciences']}",Springer Netherlands,13881957,"<a href=""https://www.scimagojr.com/journalsearch.php?q=2600147402&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=2600147402"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Journal of Informetrics,journal,1.355,Q1,90,1126,https://www.scimagojr.com/journalsearch.php?q=5100155103&tip=sid&clean=0,"Netherlands,banderas/nl.png?v=1.2","{'Computer Science': ['Computer Science Applications'], 'Decision Sciences': ['Management Science and Operations Research'], 'Mathematics': ['Applied Mathematics', 'Modeling and Simulation', 'Statistics and Probability'], 'Social Sciences': ['Library and Information Sciences']}",Elsevier B.V.,"17511577, 18755879","<a href=""https://www.scimagojr.com/journalsearch.php?q=5100155103&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=5100155103"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Electronic Commerce Research and Applications,journal,1.338,Q1,101,2082,https://www.scimagojr.com/journalsearch.php?q=15057&tip=sid&clean=0,"Netherlands,banderas/nl.png?v=1.2","{'Business, Management and Accounting': ['Management of Technology and Innovation', 'Marketing'], 'Computer Science': ['Computer Networks and Communications', 'Computer Science Applications']}",Elsevier B.V.,15674223,"<a href=""https://www.scimagojr.com/journalsearch.php?q=15057&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=15057"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
"Technology, Pedagogy and Education",journal,1.338,Q1,49,770,https://www.scimagojr.com/journalsearch.php?q=5800179620&tip=sid&clean=0,"United Kingdom,banderas/gb.png?v=1.2","{'Computer Science': ['Computer Science Applications', 'Information Systems'], 'Social Sciences': ['Communication', 'Education']}",Routledge,"1475939X, 17475139","<a href=""https://www.scimagojr.com/journalsearch.php?q=5800179620&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=5800179620"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
IEEE Circuits and Systems Magazine,journal,1.337,Q1,62,374,https://www.scimagojr.com/journalsearch.php?q=26004&tip=sid&clean=0,"United States,banderas/us.png?v=1.2","{'Computer Science': ['Computer Science Applications'], 'Engineering': ['Electrical and Electronic Engineering']}",Institute of Electrical and Electronics Engineers Inc.,1531636X,"<a href=""https://www.scimagojr.com/journalsearch.php?q=26004&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=26004"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Bioinformatics Advances,journal,1.329,Q1,9,344,https://www.scimagojr.com/journalsearch.php?q=21101136808&tip=sid&clean=0,"United Kingdom,banderas/gb.png?v=1.2","{'Biochemistry, Genetics and Molecular Biology': ['Genetics', 'Molecular Biology', 'Structural Biology'], 'Computer Science': ['Computer Science Applications']}",Oxford University Press,26350041,"<a href=""https://www.scimagojr.com/journalsearch.php?q=21101136808&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21101136808"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
International Journal of Logistics Research and Applications,journal,1.322,Q1,59,1633,https://www.scimagojr.com/journalsearch.php?q=11400153310&tip=sid&clean=0,"United Kingdom,banderas/gb.png?v=1.2","{'Business, Management and Accounting': ['Business and International Management', 'Management Information Systems', 'Management of Technology and Innovation', 'Strategy and Management'], 'Computer Science': ['Computer Science Applications', 'Information Systems'], 'Decision Sciences': ['Management Science and Operations Research'], 'Engineering': ['Control and Systems Engineering']}",Taylor and Francis Ltd.,"13675567, 1469848X","<a href=""https://www.scimagojr.com/journalsearch.php?q=11400153310&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=11400153310"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Information and Software Technology,journal,1.320,Q1,123,2467,https://www.scimagojr.com/journalsearch.php?q=18732&tip=sid&clean=0,"Netherlands,banderas/nl.png?v=1.2","{'Computer Science': ['Computer Science Applications', 'Information Systems', 'Software']}",Elsevier B.V.,09505849,"<a href=""https://www.scimagojr.com/journalsearch.php?q=18732&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=18732"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
IEEE Transactions on Neural Systems and Rehabilitation Engineering,journal,1.315,Q1,164,5340,https://www.scimagojr.com/journalsearch.php?q=16321&tip=sid&clean=0,"United States,banderas/us.png?v=1.2","{'Computer Science': ['Computer Science Applications'], 'Engineering': ['Biomedical Engineering'], 'Medicine': ['Internal Medicine', 'Medicine (miscellaneous)', 'Rehabilitation'], 'Neuroscience': ['Neuroscience (miscellaneous)']}",Institute of Electrical and Electronics Engineers Inc.,"15344320, 15580210","<a href=""https://www.scimagojr.com/journalsearch.php?q=16321&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=16321"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Interactive Learning Environments,journal,1.312,Q1,68,3385,https://www.scimagojr.com/journalsearch.php?q=145681&tip=sid&clean=0,"United Kingdom,banderas/gb.png?v=1.2","{'Computer Science': ['Computer Science Applications'], 'Social Sciences': ['Education', 'E-learning']}",Taylor and Francis Ltd.,10494820,"<a href=""https://www.scimagojr.com/journalsearch.php?q=145681&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=145681"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Robotics and Autonomous Systems,journal,1.303,Q1,141,2667,https://www.scimagojr.com/journalsearch.php?q=18079&tip=sid&clean=0,"Netherlands,banderas/nl.png?v=1.2","{'Computer Science': ['Computer Science Applications', 'Software'], 'Engineering': ['Control and Systems Engineering'], 'Mathematics': ['Mathematics (miscellaneous)']}",Elsevier B.V.,09218890,"<a href=""https://www.scimagojr.com/journalsearch.php?q=18079&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=18079"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Information Processing in Agriculture,journal,1.302,Q1,55,1702,https://www.scimagojr.com/journalsearch.php?q=21100804573&tip=sid&clean=0,"China,banderas/cn.png?v=1.2","{'Agricultural and Biological Sciences': ['Agronomy and Crop Science', 'Animal Science and Zoology', 'Aquatic Science', 'Forestry'], 'Computer Science': ['Computer Science Applications']}",China Agricultural University,22143173,"<a href=""https://www.scimagojr.com/journalsearch.php?q=21100804573&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21100804573"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Data Science Journal,journal,1.290,Q1,28,363,https://www.scimagojr.com/journalsearch.php?q=4700152809&tip=sid&clean=0,"France,banderas/fr.png?v=1.2","{'Computer Science': ['Computer Science Applications', 'Computer Science (miscellaneous)']}",Ubiquity Press,16831470,"<a href=""https://www.scimagojr.com/journalsearch.php?q=4700152809&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=4700152809"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Journal of Hospitality and Tourism Technology,journal,1.285,Q1,51,985,https://www.scimagojr.com/journalsearch.php?q=21100220156&tip=sid&clean=0,"United Kingdom,banderas/gb.png?v=1.2","{'Business, Management and Accounting': ['Tourism, Leisure and Hospitality Management'], 'Computer Science': ['Computer Science Applications', 'Information Systems']}",Emarald Group Publishing Ltd,"17579880, 17579899","<a href=""https://www.scimagojr.com/journalsearch.php?q=21100220156&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21100220156"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Computers and Structures,journal,1.274,Q1,161,2190,https://www.scimagojr.com/journalsearch.php?q=18171&tip=sid&clean=0,"United Kingdom,banderas/gb.png?v=1.2","{'Computer Science': ['Computer Science Applications'], 'Engineering': ['Civil and Structural Engineering', 'Mechanical Engineering'], 'Materials Science': ['Materials Science (miscellaneous)'], 'Mathematics': ['Modeling and Simulation']}",Elsevier Ltd,00457949,"<a href=""https://www.scimagojr.com/journalsearch.php?q=18171&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=18171"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
INFORMS Journal on Computing,journal,1.264,Q1,90,943,https://www.scimagojr.com/journalsearch.php?q=25040&tip=sid&clean=0,"United States,banderas/us.png?v=1.2","{'Computer Science': ['Computer Science Applications', 'Information Systems', 'Software'], 'Decision Sciences': ['Management Science and Operations Research']}",INFORMS Institute for Operations Research and the Management Sciences,"10919856, 15265528","<a href=""https://www.scimagojr.com/journalsearch.php?q=25040&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=25040"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Digital Biomarkers,journal,1.250,Q1,24,336,https://www.scimagojr.com/journalsearch.php?q=21101059781&tip=sid&clean=0,"Switzerland,banderas/ch.png?v=1.2","{'Computer Science': ['Computer Science Applications'], 'Medicine': ['Health Informatics', 'Medicine (miscellaneous)']}",S. Karger AG,2504110X,"<a href=""https://www.scimagojr.com/journalsearch.php?q=21101059781&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21101059781"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
